"forecast_date","store_id","sku_id","predicted_units","model_version","run_id"
"2026-01-23","ST001","SKU00233","1.721","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-24","ST001","SKU00233","1.7881","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-25","ST001","SKU00233","1.7913","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-26","ST001","SKU00233","1.7127","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-27","ST001","SKU00233","1.7093","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-28","ST001","SKU00233","1.7068","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-29","ST001","SKU00233","1.7124","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-30","ST001","SKU00233","1.7205","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-01","ST001","SKU00434","2.9617","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-02","ST001","SKU00434","2.9568","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-03","ST001","SKU00434","3.0638","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-04","ST001","SKU00434","3.0923","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-05","ST001","SKU00434","2.9759","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-06","ST001","SKU00434","2.9657","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-07","ST001","SKU00434","2.9544","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-08","ST001","SKU00434","2.9575","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-09","ST001","SKU00434","2.971","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-10","ST001","SKU00434","3.0889","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-11","ST001","SKU00434","3.0977","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-12","ST001","SKU00434","2.9628","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-13","ST001","SKU00434","2.9554","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-14","ST001","SKU00434","2.95","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-15","ST001","SKU00434","2.9593","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-16","ST001","SKU00434","2.9737","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-17","ST001","SKU00434","3.09","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-18","ST001","SKU00434","3.0952","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-19","ST001","SKU00434","2.9593","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-20","ST001","SKU00434","2.9533","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-21","ST001","SKU00434","2.949","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-22","ST001","SKU00434","2.9588","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-23","ST001","SKU00434","2.9729","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-24","ST001","SKU00434","3.0886","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-25","ST001","SKU00434","3.0935","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-26","ST001","SKU00434","2.9577","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-27","ST001","SKU00434","2.952","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-28","ST001","SKU00434","2.9479","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-29","ST001","SKU00434","2.9576","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-30","ST001","SKU00434","2.9716","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-01","ST001","SKU00090","3.2907","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-02","ST001","SKU00090","3.2959","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-03","ST001","SKU00090","3.4188","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-04","ST001","SKU00090","3.5109","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-05","ST001","SKU00090","3.6554","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-06","ST001","SKU00090","3.6407","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-07","ST001","SKU00090","3.4129","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-08","ST001","SKU00090","3.4165","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-09","ST001","SKU00090","3.4507","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-10","ST001","SKU00090","3.6079","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-11","ST001","SKU00090","3.6418","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-12","ST001","SKU00090","3.5007","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-13","ST001","SKU00090","3.4724","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-14","ST001","SKU00090","3.4441","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-15","ST001","SKU00090","3.4601","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-16","ST001","SKU00090","3.4828","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-17","ST001","SKU00090","3.6232","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-18","ST001","SKU00090","3.6315","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-19","ST001","SKU00090","3.4709","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-20","ST001","SKU00090","3.4603","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-21","ST001","SKU00090","3.4539","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-22","ST001","SKU00090","3.4669","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-23","ST001","SKU00090","3.4844","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-24","ST001","SKU00090","3.6205","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-25","ST001","SKU00090","3.6261","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-26","ST001","SKU00090","3.4664","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-27","ST001","SKU00090","3.4594","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-28","ST001","SKU00090","3.4546","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-29","ST001","SKU00090","3.4663","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-30","ST001","SKU00090","3.4828","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-01","ST001","SKU00520","0.9872","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-02","ST001","SKU00520","0.9856","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-03","ST001","SKU00520","1.0212","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-04","ST001","SKU00520","1.0307","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-05","ST001","SKU00520","0.9919","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-06","ST001","SKU00520","0.988","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-07","ST001","SKU00520","0.9847","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-08","ST001","SKU00520","0.9857","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-09","ST001","SKU00520","0.9902","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-10","ST001","SKU00520","1.0295","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-11","ST001","SKU00520","1.0324","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-12","ST001","SKU00520","0.9874","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-13","ST001","SKU00520","0.9849","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-14","ST001","SKU00520","0.9832","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-15","ST001","SKU00520","0.9863","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-16","ST001","SKU00520","0.9911","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-17","ST001","SKU00520","1.0298","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-18","ST001","SKU00520","1.0316","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-19","ST001","SKU00520","0.9863","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-20","ST001","SKU00520","0.9843","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-21","ST001","SKU00520","0.9829","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-22","ST001","SKU00520","0.9861","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-23","ST001","SKU00520","0.9908","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-24","ST001","SKU00520","1.0294","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-25","ST001","SKU00520","1.031","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-26","ST001","SKU00520","0.9858","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-27","ST001","SKU00520","0.9839","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-28","ST001","SKU00520","0.9825","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-29","ST001","SKU00520","0.9857","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-30","ST001","SKU00520","0.9904","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-01","ST001","SKU00359","2.9617","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-02","ST001","SKU00359","2.4703","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-03","ST001","SKU00359","2.5624","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-04","ST001","SKU00359","2.4763","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-05","ST001","SKU00359","2.2645","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-06","ST001","SKU00359","2.2554","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-07","ST001","SKU00359","2.4582","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-08","ST001","SKU00359","2.4608","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-09","ST001","SKU00359","2.4016","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-10","ST001","SKU00359","2.4851","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-11","ST001","SKU00359","2.4778","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-12","ST001","SKU00359","2.3694","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-13","ST001","SKU00359","2.3798","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-14","ST001","SKU00359","2.3941","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-15","ST001","SKU00359","2.3931","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-16","ST001","SKU00359","2.3949","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-17","ST001","SKU00359","2.4873","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-18","ST001","SKU00359","2.4917","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-19","ST001","SKU00359","2.3845","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-20","ST001","SKU00359","2.3822","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-21","ST001","SKU00359","2.3794","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-22","ST001","SKU00359","2.3853","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-23","ST001","SKU00359","2.3956","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-24","ST001","SKU00359","2.489","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-25","ST001","SKU00359","2.4934","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-26","ST001","SKU00359","2.3844","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-27","ST001","SKU00359","2.3799","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-28","ST001","SKU00359","2.3764","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-29","ST001","SKU00359","2.384","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-30","ST001","SKU00359","2.3952","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-01","ST001","SKU00036","0.9872","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-02","ST001","SKU00036","0.9856","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-03","ST001","SKU00036","1.0212","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-04","ST001","SKU00036","1.0307","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-05","ST001","SKU00036","0.9919","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-06","ST001","SKU00036","0.988","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-07","ST001","SKU00036","0.9846","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-08","ST001","SKU00036","0.9857","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-09","ST001","SKU00036","0.9902","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-10","ST001","SKU00036","1.0295","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-11","ST001","SKU00036","1.0324","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-12","ST001","SKU00036","0.9874","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-13","ST001","SKU00036","0.9849","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-14","ST001","SKU00036","0.9832","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-15","ST001","SKU00036","0.9863","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-16","ST001","SKU00036","0.9911","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-17","ST001","SKU00036","1.0298","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-18","ST001","SKU00036","1.0316","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-19","ST001","SKU00036","0.9863","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-20","ST001","SKU00036","0.9843","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-21","ST001","SKU00036","0.9829","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-22","ST001","SKU00036","0.9861","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-23","ST001","SKU00036","0.9908","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-24","ST001","SKU00036","1.0294","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-25","ST001","SKU00036","1.031","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-26","ST001","SKU00036","0.9858","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-27","ST001","SKU00036","0.9839","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-28","ST001","SKU00036","0.9825","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-29","ST001","SKU00036","0.9857","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-30","ST001","SKU00036","0.9904","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-01","ST001","SKU00407","0.9872","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-02","ST001","SKU00407","0.9894","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-03","ST001","SKU00407","1.0258","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-04","ST001","SKU00407","1.0328","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-05","ST001","SKU00407","0.994","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-06","ST001","SKU00407","0.99","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-07","ST001","SKU00407","0.9871","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-08","ST001","SKU00407","0.9881","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-09","ST001","SKU00407","0.993","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-10","ST001","SKU00407","1.0322","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-11","ST001","SKU00407","1.0348","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-12","ST001","SKU00407","0.9898","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-13","ST001","SKU00407","0.9873","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-14","ST001","SKU00407","0.9856","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-15","ST001","SKU00407","0.9887","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-16","ST001","SKU00407","0.9935","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-17","ST001","SKU00407","1.0323","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-18","ST001","SKU00407","1.0341","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-19","ST001","SKU00407","0.9887","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-20","ST001","SKU00407","0.9867","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-21","ST001","SKU00407","0.9853","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-22","ST001","SKU00407","0.9885","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-23","ST001","SKU00407","0.9932","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-24","ST001","SKU00407","1.0319","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-25","ST001","SKU00407","1.0335","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-26","ST001","SKU00407","0.9882","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-27","ST001","SKU00407","0.9863","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-28","ST001","SKU00407","0.9849","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-29","ST001","SKU00407","0.9881","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-30","ST001","SKU00407","0.9928","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-01","ST001","SKU00471","3.9489","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-02","ST001","SKU00471","3.9551","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-03","ST001","SKU00471","4.1026","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-04","ST001","SKU00471","4.1303","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-05","ST001","SKU00471","4.1353","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-06","ST001","SKU00471","4.314","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-07","ST001","SKU00471","4.2992","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-08","ST001","SKU00471","4.0738","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-09","ST001","SKU00471","4.1109","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-10","ST001","SKU00471","4.294","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-11","ST001","SKU00471","4.3294","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-12","ST001","SKU00471","4.1678","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-13","ST001","SKU00471","4.1646","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-14","ST001","SKU00471","4.138","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-15","ST001","SKU00471","4.1292","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-16","ST001","SKU00471","4.1568","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-17","ST001","SKU00471","4.3255","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-18","ST001","SKU00471","4.3373","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-19","ST001","SKU00471","4.1484","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-20","ST001","SKU00471","4.138","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-21","ST001","SKU00471","4.1287","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-22","ST001","SKU00471","4.1413","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-23","ST001","SKU00471","4.1627","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-24","ST001","SKU00471","4.3258","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-25","ST001","SKU00471","4.333","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-26","ST001","SKU00471","4.1426","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-27","ST001","SKU00471","4.1341","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-28","ST001","SKU00471","4.128","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-29","ST001","SKU00471","4.1418","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-30","ST001","SKU00471","4.1616","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-01","ST001","SKU00524","1.9744","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-02","ST001","SKU00524","1.9754","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-03","ST001","SKU00524","2.0482","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-04","ST001","SKU00524","2.3221","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-05","ST001","SKU00524","2.2347","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-06","ST001","SKU00524","2.2258","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-07","ST001","SKU00524","2.0958","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-08","ST001","SKU00524","2.098","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-09","ST001","SKU00524","2.1256","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-10","ST001","SKU00524","2.2305","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-11","ST001","SKU00524","2.2611","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-12","ST001","SKU00524","2.1534","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-13","ST001","SKU00524","2.138","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-14","ST001","SKU00524","2.1228","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-15","ST001","SKU00524","2.1337","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
